Account Number,Account Name,Country,CDP Region,Parent Section,Question Number,Question Name,Column Number,Column Name,Row Number,Row Name,Response Answer,Comments,File Name
58795,Blantyre City Council,Malawi,Africa,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
31154,Bogotá Distrito Capital,Colombia,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
74414,Boulder County,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,4,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,68,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,1,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,23,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,4,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
63941,"Broward County, FL",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,"""Other"" category refers to electricity purchased from the FRCC regional grid.",
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,75,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,3,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,4,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,7,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,11,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
58543,Byron Shire Council,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
60104,Cambridge City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
43928,Canberra,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,Breakdown available for ACT (2016-17):Fossil fuels: 70.9%Wind: 24.9%Solar: 4.2%,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,78.9,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,0.5,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,15.7,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0.48,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,2.18,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,2.24,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
31186,Changwon City,Republic of Korea,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,The information on energy mix of electricity is not open by municipality. This information of energy mix is for Gyeongsangnamdo Province.,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
54291,Chengdu Municipal Government,China,East Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,15,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,3,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,30,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,52,,
831834,CIOESTE,Brazil,Latin America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,18.4,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,0,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,63.34,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,5.11,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,2.56,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0.71,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,9.88,,
49339,City and County of Honolulu,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
31168,City District Government Karachi,Pakistan,South and West Asia,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,50.5,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,39.2,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,9.2,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,1.1,,
32480,City of Adelaide,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
58609,City of Ærøskøbing,Denmark,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,73.1,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,26.9,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
59151,City of Akureyri,Iceland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,0,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,31,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,30,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,20,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,13,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,6,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
73706,City of Alameda,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
