Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,RowNumber,RowName,Coal,Gas,Oil,Nuclear,Hydro,Biomass,Wind,Geothermal,Solar,Other sources,Total - please ensure this equals 100%,
Cities 2019,35853,City of Baltimore,United States of America,North America,,Energy,1,Percent,31.13,28.68,0.21,34.53,1.5,0.99,2.63,0,0.26,0.07,100,
Cities 2019,35857,City of Cincinnati,United States of America,North America,,Energy,1,Percent,64.5,10.8,0.6,19.8,0.6,0.6,2.3,0,0.1,0.7,100,
Cities 2019,35859,City of Cleveland,United States of America,North America,,Energy,1,Percent,34.85,25.34,0.03,30.47,5.74,0.38,2.28,0,0.02,0.89,100,
Cities 2019,35860,City of Dallas,United States of America,North America,,Energy,1,Percent,33.2,45.3,0.1,10.6,0.1,0.3,9.8,0,0.1,0.5,100,
Cities 2019,35870,City of Miami,United States of America,North America,,Energy,1,Percent,12,71,0,12,,2.5,0,0,1.25,1.25,100,
Cities 2019,35874,City of Phoenix,United States of America,North America,,Energy,1,Percent,40.4,23,0.1,23.9,4.1,0.2,3.3,0.5,4.5,0,100,
Cities 2019,35878,City of Sacramento,United States of America,North America,,Energy,1,Percent,0,41,0,0,14,12,7,1,3,23,101,
Cities 2019,35883,City of San José,United States of America,North America,,Energy,1,Percent,0,20,0,27,18,0,0,0,33,2,100,
Cities 2019,36410,City of Memphis,United States of America,North America,,Energy,1,Percent,24,20,0,37,9,0,1,0,2,7,100,
Cities 2019,43905,City of San Antonio,United States of America,North America,,Energy,1,Percent,18,46,0,14,0,0,16,0,4,2,100,
Cities 2019,43907,City of Indianapolis,United States of America,North America,,Energy,1,Percent,44,45,1,0,0,0,8,0,2,0,100,
Cities 2019,43910,City of Columbus,United States of America,North America,,Energy,1,Percent,49.8,16.7,0.4,27.6,0.9,0.6,3.2,0,0.1,0.7,100,
Cities 2019,49172,City of St. Petersburg,United States of America,North America,,Energy,1,Percent,33,42,0,18,5,,,,2,,100,
Cities 2019,49327,City of Providence,United States of America,North America,,Energy,1,Percent,6.2,41.5,8,11.5,4.8,0.1,3.1,0,1.5,23.3,100,
Cities 2019,49330,Kansas City,United States of America,North America,,Energy,1,Percent,52,8,0,17,0,0,17,0,6,0,100,
Cities 2019,49333,"City of Louisville, KY",United States of America,North America,,Energy,1,Percent,60,37,0,0,3,0,0,0,0,0,100,
Cities 2019,49335,Metropolitan Government of Nashville and Davidson County,United States of America,North America,,Energy,1,Percent,24,20,0,37,9,0,1.5,0,1.5,7,100,
Cities 2019,49339,City and County of Honolulu,United States of America,North America,,Energy,1,Percent,15.9,0,57.35,0,0,5.49,2.44,0,18.82,0,100,
Cities 2019,50401,City of Madison,United States of America,North America,,Energy,1,Percent,65,20,0.5,0,7,5,2,0,0.5,0,100,
Cities 2019,50544,"City of Aurora, IL",United States of America,North America,,Energy,1,Percent,8,56,36,0,0,0,0,0,0,0,100,
Cities 2019,50551,City of Long Beach,United States of America,North America,,Energy,1,Percent,0,20,0,6,9,0,10,8,13,34,100,
Cities 2019,50560,City of Oakland,United States of America,North America,,Energy,1,Percent,0,20,0,27,21,4,8,5,13,2,100,
Cities 2019,52894,City of Winston-Salem,United States of America,North America,,Energy,1,Percent,35.4,38.5,0,17.1,2.6,0,4.5,0,1.9,0,100,
Cities 2019,53921,"City of Tempe, AZ",United States of America,North America,,Energy,1,Percent,40,25,0,25,2,,1,,5,2,100,
Cities 2019,53959,"City of Fayetteville, AR",United States of America,North America,,Energy,1,Percent,34.8,40.7,1.9,0,3.6,1.5,17.1,0,0.1,0.3,100,
Cities 2019,54026,City of Tacoma,United States of America,North America,,Energy,1,Percent,1.5,1,0,6,84,0,7,0,0,0.5,100,
Cities 2019,54048,City of Knoxville,United States of America,North America,,Energy,1,Percent,26,20,0,40,10,0,1.5,0,1.5,1,100,
Cities 2019,54066,City of Fort Collins,United States of America,North America,,Energy,1,Percent,64.2,,,,19.3,,11.8,,0.6,3.7,99.6,
Cities 2019,54070,City of Eugene,United States of America,North America,,Energy,1,Percent,0,0,0,8.8,87.4,0,0.8,0,0,3,100,
Cities 2019,54078,City of Hayward,United States of America,North America,,Energy,1,Percent,0,23,,21,9,5,7,5,9,21,100,
Cities 2019,54082,"City of Hollywood, FL",United States of America,North America,,Energy,1,Percent,3.5,69.9,0.1,22.5,0,0,0.02,0,0.83,3.15,100,
Cities 2019,54092,City of Ann Arbor,United States of America,North America,,Energy,1,Percent,62.73,6.49,0.21,22.13,0.21,1.05,6.42,0,0.17,0.59,100,
Cities 2019,54100,"City of Columbia, MO",United States of America,North America,,Energy,1,Percent,82.99,1.31,0,0,0,0,12.34,0,0.12,3.24,100,
Cities 2019,54104,City of Boulder,United States of America,North America,,Energy,1,Percent,44,28,0,0,2,0,23,0,3,0,100,
Cities 2019,54108,City of Durham,United States of America,North America,,Energy,1,Percent,26,30,0,32,4,4,0,0,4,0,100,
Cities 2019,54109,City of Bloomington,United States of America,North America,,Energy,1,Percent,79.2,4.9,0,0,0.6,0,0,0,0.8,14.5,100,
Cities 2019,54110,City of Santa Monica,United States of America,North America,,Energy,1,Percent,0,0,,0,0,0,0,0,100,0,100,
Cities 2019,54113,City of Flagstaff,United States of America,North America,,Energy,1,Percent,28,31.4,0,29.8,6.6,0.2,0.5,0,3.4,0.1,100,
Cities 2019,54114,City of Asheville,United States of America,North America,,Energy,1,Percent,13,55,,27,0.9,0,0,0,3,1.1,100,
Cities 2019,54119,City of Palo Alto,United States of America,North America,,Energy,1,Percent,0,0,0,0,40,11,11,0,17,21,100,
Cities 2019,55799,"Arlington, VA",United States of America,North America,,Energy,1,Percent,26,24,,47,,1,1,,1,,100,
Cities 2019,55801,City of West Palm Beach,United States of America,North America,,Energy,1,Percent,5.34,70.04,0.38,17.13,0,0,0,0,0.06,7.05,100,
Cities 2019,58357,City of West Hollywood,United States of America,North America,,Energy,1,Percent,0,26,0,6,2,1,8,9,7,41,100,
Cities 2019,58485,Abington Township,United States of America,North America,,Energy,1,Percent,35.2944,24.7756,0.6259,33.7896,0.9233,8.00E-04,3.7088,0,0.148,0.7336,100,
Cities 2019,58511,"City of Richmond, CA",United States of America,North America,,Energy,1,Percent,0,7.4,0,4.32,32.76,5.68,23.96,9.2,9.64,6.2,99.16,
Cities 2019,58513,City of Medford,United States of America,North America,,Energy,1,Percent,1,49,1.1,30,8.4,5.5,3.2,0,1.2,0.6,100,
Cities 2019,58668,"City of New Bedford, MA",United States of America,North America,,Energy,1,Percent,8,61,2,16,7,3,2,0,1,0,100,
Cities 2019,59535,"Town of Vail, CO",United States of America,North America,,Energy,1,Percent,52,9,0,0,2,7,25,0,3,2,100,
Cities 2019,59537,"City of Denton, TX",United States of America,North America,,Energy,1,Percent,19.71,18.33,0,4.25,0.04,0,57.55,0,0.09,0.03,100,
Cities 2019,59545,"City of Charlottesville, VA",United States of America,North America,,Energy,1,Percent,10.7,52,0.1,29.5,1.9,0,0,0,0,5.7,99.9,
Cities 2019,59633,"City of Santa Cruz, CA",United States of America,North America,,Energy,1,Percent,0,12,0,0,58,0,10,0,20,0,100,
Cities 2019,59642,"City of Dublin, CA",United States of America,North America,,Energy,1,Percent,0,0,0,0,24,0,19,0,19,38,100,
Cities 2019,59653,"City of Manhattan Beach, CA",United States of America,North America,,Energy,1,Percent,0,0,0,0,0,0,0,0,100,0,100,
Cities 2019,59707,"Town of Princeton, NJ",United States of America,North America,,Energy,1,Percent,24.4,24.5,0.3,47.5,0.7,,,,,2.6,100,
Cities 2019,61790,"City of Emeryville, CA",United States of America,North America,,Energy,1,Percent,0,23,0,21,8,0,0,0,27,21,100,
Cities 2019,63562,"City of South Bend, IN",United States of America,North America,,Energy,1,Percent,48.5,0,0,42.4,0.4,0,8.4,0,0.3,0,100,
Cities 2019,64014,City of Cupertino,United States of America,North America,,Energy,1,Percent,0,0,0,0,0,0,75,0,25,0,100,
Cities 2019,73295,"City of La Crosse, WI",United States of America,North America,,Energy,1,Percent,29.8,12.1,0,29.2,6.3,0,18.3,0,0,4.3,100,
Cities 2019,73530,"Town of Lexington, MA",United States of America,North America,,Energy,1,Percent,0,0,0,0,0,0,100,0,0,0,100,
Cities 2019,74418,"Town of Breckenridge, CO",United States of America,North America,,Energy,1,Percent,39.1,32.7,,,1.4,,23.5,,3.3,,100,
Cities 2019,74423,"City of Key West, FL",United States of America,North America,,Energy,1,Percent,13,82,0,5,0,0,0,0,,0,100,
Cities 2019,74453,"City of Highland Park, IL",United States of America,North America,,Energy,1,Percent,29,31,0,35,1,0,3,0,0,1,100,
Cities 2019,74508,"City of Winona, MN",United States of America,North America,,Energy,1,Percent,29.5,14,0,29.5,5.7,2,16.4,0,2.1,0,99.2,
Cities 2019,74531,Santa Fe County,United States of America,North America,,Energy,1,Percent,54,10,,29,,,4,,2,1,100,
Cities 2019,74534,"Erie County, NY",United States of America,North America,,Energy,1,Percent,6,34,1,28,22,0.5,6,0,0.5,2,100,
Cities 2019,74558,"Summit County, UT",United States of America,North America,,Energy,1,Percent,61,14,,,6,,,,,19,100,
Cities 2019,74560,"City of Moab, UT",United States of America,North America,,Energy,1,Percent,59,14,,,7,,,,16,4,100,
Cities 2019,74594,City of Boynton Beach,United States of America,North America,,Energy,1,Percent,5.34,70.04,0.38,17.13,0,0,0,0,0.06,7.05,100,
Cities 2019,834083,"City of Eau Claire, WI",United States of America,North America,,Energy,1,Percent,34.6,14.8,0,27,7.3,2,13.7,0,0,0.6,100,
Cities 2019,840693,Municipio de Maneiro,Venezuela (Bolivarian Republic of),Latin America,,Energy,1,Percent,,10,,,90,,,,,,100,
Cities 2019,839931,Dong Hoi City,Viet Nam,Southeast Asia and Oceania,,Energy,1,Percent,0.36,0.25,0.01,,,,,,0.1,0.28,1,
Cities 2019,839954,Vinh City,Viet Nam,Southeast Asia and Oceania,,Energy,1,Percent,36,25,1,0,0,0,0,0,0.1,28,90.1,
Cities 2019,61876,Mazabuka Municipal Council,Zambia,Africa,,Energy,1,Percent,,,,,80,,,,0.5,19.5,100,
